travelers,Cost,international,destination,flights,Origin,Date,destination_code,Origin_code
5656,313,['1'],UIO,271,MIA,2013-06,220,118
5576,282,['0'],CLT,75,MIA,2013-06,50,118
5493,338,['0'],RDU,53,MIA,2013-06,174,118
5428,358,['1'],DUS,396,MIA,2013-06,65,118
5045,330,['1'],MAO,33,MIA,2013-06,111,118
4979,287,['0'],STL,174,MIA,2013-06,206,118
4909,275,['1'],GYE,247,MIA,2013-06,83,118
116833,6942,['0'],NYC,3054,SFO,2013-06,137,193
90475,5074,['0'],LAX,617,SFO,2013-06,100,193
53195,2990,['0'],BOS,1526,SFO,2013-06,33,193
49629,2700,['0'],LAS,1086,SFO,2013-06,99,193
49529,2669,['0'],SAN,385,SFO,2013-06,183,193
48274,3172,['0'],CHI,821,SFO,2013-06,46,193
43671,2209,['0'],WAS,1165,SFO,2013-06,224,193
42434,2250,['0'],SEA,374,SFO,2013-06,191,193
31087,1778,['0'],DEN,686,SFO,2013-06,58,193
30323,1530,['1'],LON,3977,SFO,2013-06,106,193
26454,1731,['0'],DFW,788,SFO,2013-06,59,193
24870,1557,['0'],SNA,294,SFO,2013-06,201,193
23206,1240,['0'],ATL,891,SFO,2013-06,10,193
22875,1211,['0'],MSP,828,SFO,2013-06,128,193
22691,1469,['0'],HNL,1364,SFO,2013-06,89,193
20846,1121,['0'],PHL,1080,SFO,2013-06,156,193
20770,1100,['0'],PHX,1032,SFO,2013-06,157,193
17578,897,['1'],HKG,874,SFO,2013-06,88,193
16504,913,['0'],PDX,219,SFO,2013-06,152,193
16346,993,['1'],PAR,1451,SFO,2013-06,150,193
16325,884,['0'],HOU,702,SFO,2013-06,90,193
15776,886,['1'],TYO,2021,SFO,2013-06,219,193
15052,757,['0'],DTT,939,SFO,2013-06,63,193
13664,722,['1'],YTO,2066,SFO,2013-06,228,193
13579,837,['0'],AUS,475,SFO,2013-06,12,193
13313,793,['1'],SEL,1496,SFO,2013-06,192,193
12859,750,['1'],YVR,403,SFO,2013-06,229,193
12557,705,['1'],FRA,1089,SFO,2013-06,75,193
12137,658,['0'],FLL,783,SFO,2013-06,71,193
11300,661,['0'],LGB,18,SFO,2013-06,102,193
10975,600,['0'],MIA,511,SFO,2013-06,118,193
10284,618,['0'],BWI,733,SFO,2013-06,40,193
10240,544,['1'],TPE,1592,SFO,2013-06,217,193
9901,609,['1'],MNL,716,SFO,2013-06,123,193
9616,580,['0'],OGG,749,SFO,2013-06,139,193
9596,615,['0'],ORL,1097,SFO,2013-06,145,193
9106,501,['0'],SLC,654,SFO,2013-06,200,193
9016,521,['1'],SHA,1367,SFO,2013-06,194,193
8663,534,['0'],CLT,480,SFO,2013-06,50,193
8645,501,['1'],SJD,516,SFO,2013-06,197,193
7974,512,['0'],MKE,398,SFO,2013-06,121,193
7788,442,['0'],STL,1037,SFO,2013-06,206,193
7742,513,['0'],RDU,790,SFO,2013-06,174,193
7457,452,['0'],CLE,464,SFO,2013-06,48,193
7258,376,['0'],MSY,672,SFO,2013-06,129,193
6975,398,['0'],PIT,640,SFO,2013-06,158,193
6496,421,['0'],TPA,668,SFO,2013-06,216,193
6332,403,['1'],YYC,329,SFO,2013-06,230,193
6307,337,['1'],MEX,553,SFO,2013-06,116,193
6302,334,['1'],AMS,948,SFO,2013-06,8,193
129804,7684,['1'],DUB,483,LON,2013-06,64,106
116218,6948,['1'],AMS,527,LON,2013-06,8,106
113939,6952,['1'],NYC,2884,LON,2013-06,137,106
96878,6261,['1'],BCN,824,LON,2013-06,14,106
94006,5654,['0'],EDI,361,LON,2013-06,68,106
90439,5602,['1'],MIL,453,LON,2013-06,119,106
81421,4807,['1'],AGP,470,LON,2013-06,4,106
71411,4020,['1'],PMI,982,LON,2013-06,160,106
71047,4304,['1'],ROM,526,LON,2013-06,179,106
70120,4334,['1'],MAD,417,LON,2013-06,108,106
69493,4237,['0'],BFS,270,LON,2013-06,19,106
67488,4425,['1'],GVA,182,LON,2013-06,82,106
65523,3875,['1'],PAR,482,LON,2013-06,150,106
63681,3452,['0'],GLA,287,LON,2013-06,79,106
60243,3024,['1'],NCE,577,LON,2013-06,135,106
59383,3632,['1'],FAO,451,LON,2013-06,69,106
57511,3539,['1'],STO,438,LON,2013-06,207,106
56284,3440,['1'],FRA,332,LON,2013-06,75,106
56204,3519,['1'],ZRH,334,LON,2013-06,231,106
56188,2875,['1'],BER,347,LON,2013-06,16,106
55994,3196,['1'],DXB,660,LON,2013-06,66,106
55315,3614,['1'],ALC,347,LON,2013-06,6,106
52780,2666,['1'],CPH,560,LON,2013-06,52,106
52020,3337,['1'],OSL,258,LON,2013-06,148,106
46401,2685,['1'],MUC,446,LON,2013-06,130,106
44165,2399,['1'],BUD,701,LON,2013-06,35,106
41791,2111,['1'],LAX,2139,LON,2013-06,100,106
40308,2189,['1'],MOW,796,LON,2013-06,124,106
40053,2365,['1'],IBZ,541,LON,2013-06,93,106
38800,2104,['1'],DLM,365,LON,2013-06,61,106
38457,2396,['1'],DUS,241,LON,2013-06,65,106
38133,2518,['1'],VCE,419,LON,2013-06,221,106
36225,2301,['1'],LIS,396,LON,2013-06,105,106
34758,1798,['1'],HKG,967,LON,2013-06,88,106
33998,1993,['1'],TCI,456,LON,2013-06,212,106
33251,2099,['1'],IST,355,LON,2013-06,95,106
33111,1834,['1'],PSA,224,LON,2013-06,164,106
32717,1675,['0'],ABZ,108,LON,2013-06,1,106
32162,1704,['1'],TLV,599,LON,2013-06,215,106
30312,1589,['1'],YTO,1736,LON,2013-06,228,106
29751,1817,['1'],PRG,354,LON,2013-06,163,106
29397,1856,['1'],SFO,2084,LON,2013-06,193,106
29048,1694,['1'],ATH,682,LON,2013-06,9,106
28488,1667,['1'],HAM,296,LON,2013-06,84,106
27191,1519,['1'],PFO,275,LON,2013-06,153,106
25832,1678,['1'],MLA,373,LON,2013-06,122,106
24945,1419,['1'],VIE,924,LON,2013-06,222,106
24853,1396,['1'],CHI,1544,LON,2013-06,46,106
24746,1438,['1'],TYO,927,LON,2013-06,219,106
24715,1523,['1'],HEL,432,LON,2013-06,86,106
128070,7927,['0'],TLS,278,PAR,2013-06,214,150
121607,7000,['0'],NCE,302,PAR,2013-06,135,150
83025,5129,['1'],BCN,810,PAR,2013-06,14,150
73468,3934,['1'],ROM,885,PAR,2013-06,179,150
65914,3740,['1'],MIL,896,PAR,2013-06,119,150
65361,4314,['0'],MRS,214,PAR,2013-06,126,150
62522,3675,['1'],MAD,816,PAR,2013-06,108,150
61451,3163,['1'],NYC,2196,PAR,2013-06,137,150
60535,3935,['1'],LON,703,PAR,2013-06,106,150
51861,3422,['0'],BOD,196,PAR,2013-06,30,150
47271,2785,['1'],LIS,603,PAR,2013-06,105,150
44505,2841,['1'],OPO,437,PAR,2013-06,142,150
44124,2848,['1'],ALG,237,PAR,2013-06,7,150
41894,2334,['1'],BER,286,PAR,2013-06,16,150
38174,1937,['1'],VCE,442,PAR,2013-06,221,150
36707,1960,['1'],MOW,1245,PAR,2013-06,124,150
36610,2087,['1'],YMQ,477,PAR,2013-06,227,150
32172,1930,['1'],RAK,284,PAR,2013-06,172,150
32060,2017,['1'],TUN,205,PAR,2013-06,218,150
31254,1770,['1'],GVA,119,PAR,2013-06,82,150
29260,1508,['1'],MUC,378,PAR,2013-06,130,150
28924,1532,['0'],BIQ,126,PAR,2013-06,24,150
28450,1853,['1'],CPH,549,PAR,2013-06,52,150
27791,1719,['1'],PTP,354,PAR,2013-06,166,150
27711,1531,['1'],CAS,420,PAR,2013-06,43,150
27421,1785,['1'],TYO,997,PAR,2013-06,219,150
27298,1409,['1'],VIE,695,PAR,2013-06,222,150
26619,1748,['1'],STO,772,PAR,2013-06,207,150
26593,1435,['1'],TLV,928,PAR,2013-06,215,150
25384,1580,['1'],IST,660,PAR,2013-06,95,150
25293,1442,['1'],FRA,138,PAR,2013-06,75,150
25187,1475,['1'],RUN,188,PAR,2013-06,180,150
24778,1590,['0'],AJA,106,PAR,2013-06,5,150
24100,1568,['1'],FDF,351,PAR,2013-06,70,150
23827,1415,['1'],PRG,660,PAR,2013-06,163,150
23325,1492,['1'],DUB,390,PAR,2013-06,64,150
19824,1258,['1'],DXB,428,PAR,2013-06,66,150
19319,1214,['1'],AMS,190,PAR,2013-06,8,150
19077,1003,['1'],ATH,782,PAR,2013-06,9,150
18792,1072,['1'],OSL,410,PAR,2013-06,148,150
18455,1034,['0'],BIA,83,PAR,2013-06,23,150
18289,945,['1'],ZRH,189,PAR,2013-06,231,150
18098,1070,['1'],LAX,2350,PAR,2013-06,100,150
17620,1123,['0'],TLN,12,PAR,2013-06,213,150
17519,1160,['0'],MPL,90,PAR,2013-06,125,150
16007,1000,['1'],BUD,438,PAR,2013-06,35,150
15851,1027,['1'],AGP,208,PAR,2013-06,4,150
15701,1033,['1'],BLQ,114,PAR,2013-06,28,150
15532,825,['1'],MAN,293,PAR,2013-06,110,150
15257,829,['1'],SFO,1214,PAR,2013-06,193,150
62728,3490,['0'],NYC,837,BOS,2012-06,137,33
53206,3024,['0'],WAS,364,BOS,2012-06,224,33
49656,3272,['0'],SFO,1474,BOS,2012-06,193,33
45164,2424,['0'],CHI,824,BOS,2012-06,46,33
37269,2411,['0'],LAX,1217,BOS,2012-06,100,33
35163,2136,['0'],ORL,549,BOS,2012-06,145,33
33516,1923,['0'],ATL,602,BOS,2012-06,10,33
30617,1829,['0'],BWI,195,BOS,2012-06,40,33
26816,1552,['0'],FLL,332,BOS,2012-06,71,33
26453,1455,['1'],LON,1566,BOS,2012-06,106,33
21249,1166,['0'],DEN,1225,BOS,2012-06,58,33
19296,980,['0'],DFW,502,BOS,2012-06,59,33
19281,1052,['1'],YTO,524,BOS,2012-06,228,33
18005,1085,['0'],PHL,111,BOS,2012-06,156,33
17353,1098,['0'],CLT,493,BOS,2012-06,50,33
17225,977,['0'],TPA,369,BOS,2012-06,216,33
16454,1068,['0'],MSP,792,BOS,2012-06,128,33
15844,840,['0'],SEA,1257,BOS,2012-06,191,33
15707,1028,['0'],LAS,969,BOS,2012-06,99,33
14983,981,['0'],RDU,417,BOS,2012-06,174,33
13591,822,['0'],FMY,233,BOS,2012-06,73,33
13388,848,['0'],PHX,1086,BOS,2012-06,157,33
13054,843,['0'],PBI,145,BOS,2012-06,151,33
12958,772,['0'],SAN,732,BOS,2012-06,183,33
12821,821,['0'],HOU,413,BOS,2012-06,90,33
12751,652,['0'],MIA,150,BOS,2012-06,118,33
12652,698,['0'],PIT,257,BOS,2012-06,158,33
12397,765,['1'],SJU,368,BOS,2012-06,199,33
12254,814,['1'],PAR,1459,BOS,2012-06,150,33
10982,645,['0'],DTT,533,BOS,2012-06,63,33
9764,561,['0'],BUF,159,BOS,2012-06,37,33
7676,400,['0'],STL,432,BOS,2012-06,206,33
7644,405,['0'],MKE,210,BOS,2012-06,121,33
7128,469,['0'],AUS,414,BOS,2012-06,12,33
7082,374,['0'],PDX,589,BOS,2012-06,152,33
6639,364,['1'],DUB,936,BOS,2012-06,64,33
6601,400,['0'],RIC,86,BOS,2012-06,176,33
6395,378,['1'],CUN,361,BOS,2012-06,53,33
6150,343,['0'],JAX,164,BOS,2012-06,96,33
6020,329,['0'],MSY,402,BOS,2012-06,129,33
6004,308,['1'],TYO,1986,BOS,2012-06,219,33
5771,360,['0'],LGB,118,BOS,2012-06,102,33
5707,316,['0'],CVG,191,BOS,2012-06,55,33
5684,340,['0'],MKC,557,BOS,2012-06,120,33
5553,359,['0'],SLC,649,BOS,2012-06,200,33
5367,333,['1'],FRA,1474,BOS,2012-06,75,33
5334,279,['0'],CLE,246,BOS,2012-06,48,33
5247,294,['1'],AMS,518,BOS,2012-06,8,33
5058,284,['1'],YMQ,184,BOS,2012-06,227,33
5045,266,['0'],IND,380,BOS,2012-06,94,33
140147,8633,['0'],NYC,2103,CHI,2012-06,137,46
61568,3701,['0'],LAX,2433,CHI,2012-06,100,46
56633,2883,['0'],ORL,688,CHI,2012-06,145,46
55287,3242,['0'],WAS,880,CHI,2012-06,224,46
52650,3486,['0'],LAS,1117,CHI,2012-06,99,46
51590,3276,['0'],DEN,1670,CHI,2012-06,58,46
49808,3078,['0'],PHX,1194,CHI,2012-06,157,46
49712,2661,['0'],MSP,727,CHI,2012-06,128,46
48523,2987,['0'],ATL,552,CHI,2012-06,10,46
48115,2960,['0'],SFO,1268,CHI,2012-06,193,46
45721,2677,['0'],DFW,795,CHI,2012-06,59,46
43443,2454,['0'],BOS,700,CHI,2012-06,33,46
41334,2542,['0'],PHL,650,CHI,2012-06,156,46
34637,1995,['0'],HOU,1452,CHI,2012-06,90,46
31220,2003,['0'],FLL,402,CHI,2012-06,71,46
30593,1590,['0'],TPA,480,CHI,2012-06,216,46
29469,1859,['0'],BWI,684,CHI,2012-06,40,46
27825,1733,['0'],DTT,262,CHI,2012-06,63,46
27742,1525,['1'],YTO,767,CHI,2012-06,228,46
26552,1543,['0'],MKC,184,CHI,2012-06,120,46
26417,1322,['0'],SEA,1143,CHI,2012-06,191,46
25854,1675,['0'],SAN,817,CHI,2012-06,183,46
25294,1550,['0'],STL,275,CHI,2012-06,206,46
24666,1348,['1'],LON,2269,CHI,2012-06,106,46
22438,1351,['0'],FMY,363,CHI,2012-06,73,46
21835,1310,['0'],MIA,383,CHI,2012-06,118,46
21725,1253,['0'],BNA,346,CHI,2012-06,29,46
20740,1250,['0'],CMH,343,CHI,2012-06,51,46
20360,1085,['0'],CLE,93,CHI,2012-06,48,46
18262,1082,['0'],PIT,433,CHI,2012-06,158,46
17154,863,['0'],RDU,480,CHI,2012-06,174,46
16977,950,['0'],CLT,946,CHI,2012-06,50,46
15439,1025,['0'],SNA,357,CHI,2012-06,201,46
14826,778,['0'],OMA,263,CHI,2012-06,140,46
14515,728,['1'],CUN,667,CHI,2012-06,53,46
14102,853,['1'],MEX,446,CHI,2012-06,116,46
13586,822,['0'],HFD,307,CHI,2012-06,87,46
13290,785,['0'],PDX,893,CHI,2012-06,152,46
13123,758,['0'],AUS,586,CHI,2012-06,12,46
12512,777,['0'],SLC,785,CHI,2012-06,200,46
11800,714,['0'],SAT,447,CHI,2012-06,186,46
11776,687,['0'],MSY,668,CHI,2012-06,129,46
11686,760,['0'],BUF,243,CHI,2012-06,37,46
11631,766,['1'],PAR,2089,CHI,2012-06,150,46
10309,528,['0'],SDF,146,CHI,2012-06,189,46
9723,626,['0'],OAK,460,CHI,2012-06,138,46
9560,609,['1'],FRA,1570,CHI,2012-06,75,46
9225,472,['0'],JAX,523,CHI,2012-06,96,46
9016,560,['1'],YMQ,750,CHI,2012-06,227,46
8987,573,['0'],SJC,675,CHI,2012-06,196,46
99224,6352,['0'],NYC,1177,ATL,2012-06,137,10
50058,2538,['0'],CHI,658,ATL,2012-06,46,10
48895,2803,['0'],WAS,306,ATL,2012-06,224,10
40182,2439,['0'],DFW,477,ATL,2012-06,59,10
33812,1692,['0'],FLL,80,ATL,2012-06,71,10
33757,1801,['0'],PHL,188,ATL,2012-06,156,10
33510,1998,['0'],LAX,906,ATL,2012-06,100,10
33355,2017,['0'],BOS,372,ATL,2012-06,33,10
26774,1736,['0'],BWI,392,ATL,2012-06,40,10
26588,1582,['0'],ORL,194,ATL,2012-06,145,10
25165,1298,['0'],HOU,467,ATL,2012-06,90,10
24083,1226,['0'],SFO,549,ATL,2012-06,193,10
23766,1356,['0'],DEN,706,ATL,2012-06,58,10
23268,1226,['0'],LAS,654,ATL,2012-06,99,10
21471,1363,['0'],TPA,144,ATL,2012-06,216,10
21241,1219,['0'],DTT,479,ATL,2012-06,63,10
20908,1269,['0'],MIA,148,ATL,2012-06,118,10
19814,1254,['0'],MSP,657,ATL,2012-06,128,10
17232,981,['0'],PHX,435,ATL,2012-06,157,10
16286,1070,['0'],RDU,58,ATL,2012-06,174,10
16068,1042,['0'],SEA,674,ATL,2012-06,191,10
14267,872,['1'],SJU,206,ATL,2012-06,199,10
12873,779,['0'],MKC,162,ATL,2012-06,120,10
12869,821,['0'],CLT,80,ATL,2012-06,50,10
12584,675,['0'],STL,207,ATL,2012-06,206,10
12566,663,['0'],PIT,138,ATL,2012-06,158,10
12155,682,['0'],MKE,184,ATL,2012-06,121,10
11680,706,['1'],YTO,1200,ATL,2012-06,228,10
11552,736,['0'],MSY,165,ATL,2012-06,129,10
11511,728,['0'],JAX,33,ATL,2012-06,96,10
11237,636,['0'],RIC,82,ATL,2012-06,176,10
10801,697,['1'],CUN,162,ATL,2012-06,53,10
10696,545,['0'],MEM,81,ATL,2012-06,115,10
10674,612,['0'],PBI,33,ATL,2012-06,151,10
10550,577,['0'],IND,150,ATL,2012-06,94,10
10044,539,['0'],SAN,620,ATL,2012-06,183,10
10007,569,['1'],MBJ,218,ATL,2012-06,113,10
9875,529,['1'],LON,1435,ATL,2012-06,106,10
9733,530,['0'],HPN,95,ATL,2012-06,91,10
9434,533,['0'],SAT,127,ATL,2012-06,186,10
8803,573,['0'],SLC,1022,ATL,2012-06,200,10
8783,554,['0'],DAY,110,ATL,2012-06,56,10
8672,578,['0'],BUF,127,ATL,2012-06,37,10
7278,457,['0'],CMH,162,ATL,2012-06,51,10
7026,459,['1'],NAS,171,ATL,2012-06,134,10
7013,380,['0'],AUS,124,ATL,2012-06,12,10
6831,403,['0'],CAK,86,ATL,2012-06,42,10
6618,419,['0'],FMY,61,ATL,2012-06,73,10
6386,392,['0'],HFD,234,ATL,2012-06,87,10
6373,367,['1'],PAR,792,ATL,2012-06,150,10
79639,4435,['0'],NYC,480,MIA,2012-06,137,118
22219,1151,['0'],CHI,443,MIA,2012-06,46,118
20818,1300,['0'],ATL,120,MIA,2012-06,10,118
20314,1259,['1'],BUE,1228,MIA,2012-06,36,118
20157,1272,['0'],WAS,286,MIA,2012-06,224,118
19401,1196,['1'],CCS,222,MIA,2012-06,44,118
18936,1137,['0'],LAX,460,MIA,2012-06,100,118
18180,990,['1'],PAP,60,MIA,2012-06,149,118
16242,851,['1'],SAO,1394,MIA,2012-06,184,118
16063,843,['1'],LON,953,MIA,2012-06,106,118
14631,796,['1'],SJU,28,MIA,2012-06,199,118
14123,941,['1'],MEX,149,MIA,2012-06,116,118
13119,703,['0'],BOS,171,MIA,2012-06,33,118
12298,727,['1'],PAR,864,MIA,2012-06,150,118
11705,690,['1'],SDQ,32,MIA,2012-06,190,118
10909,619,['1'],BOG,348,MIA,2012-06,31,118
10847,595,['0'],DFW,358,MIA,2012-06,59,118
10765,643,['1'],YTO,371,MIA,2012-06,228,118
10639,640,['0'],SFO,432,MIA,2012-06,193,118
10608,606,['0'],PHL,186,MIA,2012-06,156,118
10469,580,['1'],LIM,1517,MIA,2012-06,104,118
10289,541,['1'],NAS,30,MIA,2012-06,134,118
9854,611,['1'],CUN,76,MIA,2012-06,53,118
8746,554,['1'],SJO,166,MIA,2012-06,198,118
8590,569,['1'],MGA,57,MIA,2012-06,117,118
7736,389,['0'],ORL,120,MIA,2012-06,145,118
7621,414,['1'],PTY,153,MIA,2012-06,167,118
7541,429,['0'],HOU,199,MIA,2012-06,90,118
7441,487,['1'],CUR,73,MIA,2012-06,54,118
7056,414,['0'],DTT,247,MIA,2012-06,63,118
7012,369,['0'],MSP,358,MIA,2012-06,128,118
6995,433,['1'],PUJ,532,MIA,2012-06,169,118
6977,430,['0'],LAS,353,MIA,2012-06,99,118
6796,368,['0'],BWI,140,MIA,2012-06,40,118
6705,442,['1'],GCM,33,MIA,2012-06,77,118
6496,373,['1'],YMQ,347,MIA,2012-06,227,118
6365,372,['1'],SAL,123,MIA,2012-06,182,118
6298,399,['1'],MDE,731,MIA,2012-06,114,118
6081,311,['1'],RIO,744,MIA,2012-06,177,118
6077,382,['0'],CLT,218,MIA,2012-06,50,118
5962,318,['1'],GUA,110,MIA,2012-06,81,118
5351,305,['0'],DEN,367,MIA,2012-06,58,118
5347,351,['1'],BZE,11,MIA,2012-06,41,118
5341,342,['1'],MAD,675,MIA,2012-06,108,118
5257,268,['0'],RDU,46,MIA,2012-06,174,118
5252,296,['1'],SCL,815,MIA,2012-06,188,118
5002,257,['0'],STL,157,MIA,2012-06,206,118
4757,275,['0'],SEA,512,MIA,2012-06,191,118
4748,279,['1'],AUA,65,MIA,2012-06,11,118
4698,306,['1'],STT,11,MIA,2012-06,209,118
122497,6206,['0'],NYC,3591,SFO,2012-06,137,193
81807,4294,['0'],LAX,1359,SFO,2012-06,100,193
54181,2993,['0'],SAN,249,SFO,2012-06,183,193
50995,3136,['0'],BOS,1976,SFO,2012-06,33,193
48424,2534,['0'],LAS,923,SFO,2012-06,99,193
45013,2350,['0'],CHI,1573,SFO,2012-06,46,193
41920,2679,['0'],WAS,1586,SFO,2012-06,224,193
39176,2200,['0'],SEA,483,SFO,2012-06,191,193
29640,1508,['1'],LON,3348,SFO,2012-06,106,193
29279,1755,['0'],DEN,922,SFO,2012-06,58,193
26442,1447,['0'],HNL,1451,SFO,2012-06,89,193
23973,1503,['0'],SNA,301,SFO,2012-06,201,193
23943,1586,['0'],DFW,821,SFO,2012-06,59,193
23644,1526,['0'],ATL,805,SFO,2012-06,10,193
22503,1461,['0'],MSP,1197,SFO,2012-06,128,193
19379,1217,['0'],PHL,1319,SFO,2012-06,156,193
19016,1198,['0'],PHX,560,SFO,2012-06,157,193
18645,943,['1'],TYO,5946,SFO,2012-06,219,193
17689,1013,['1'],HKG,923,SFO,2012-06,88,193
17329,1014,['0'],PDX,351,SFO,2012-06,152,193
15345,835,['0'],HOU,1195,SFO,2012-06,90,193
14894,755,['0'],DTT,1077,SFO,2012-06,63,193
14386,758,['1'],SEL,943,SFO,2012-06,192,193
14311,881,['1'],PAR,1731,SFO,2012-06,150,193
14095,935,['1'],FRA,1925,SFO,2012-06,75,193
13857,899,['1'],YTO,1729,SFO,2012-06,228,193
13078,730,['1'],YVR,790,SFO,2012-06,229,193
12499,799,['0'],OGG,629,SFO,2012-06,139,193
11889,631,['0'],LGB,4,SFO,2012-06,102,193
11480,629,['1'],TPE,1061,SFO,2012-06,217,193
10896,646,['0'],AUS,637,SFO,2012-06,12,193
10862,719,['0'],BWI,797,SFO,2012-06,40,193
10836,710,['1'],SJD,439,SFO,2012-06,197,193
10784,570,['0'],MIA,541,SFO,2012-06,118,193
10482,590,['0'],FLL,535,SFO,2012-06,71,193
10033,660,['1'],MNL,661,SFO,2012-06,123,193
9959,517,['0'],ORL,1093,SFO,2012-06,145,193
9627,554,['0'],SLC,408,SFO,2012-06,200,193
9001,486,['0'],CLT,819,SFO,2012-06,50,193
8823,500,['0'],MKE,588,SFO,2012-06,121,193
8044,431,['1'],PVR,435,SFO,2012-06,171,193
7918,473,['1'],SIN,1226,SFO,2012-06,195,193
7619,494,['0'],CLE,525,SFO,2012-06,48,193
7361,434,['1'],SHA,2623,SFO,2012-06,194,193
7271,457,['0'],STL,809,SFO,2012-06,206,193
7250,396,['1'],BJS,1650,SFO,2012-06,25,193
7187,474,['0'],PIT,840,SFO,2012-06,158,193
7013,439,['1'],CUN,637,SFO,2012-06,53,193
6562,398,['0'],RDU,716,SFO,2012-06,174,193
6516,416,['0'],MSY,1234,SFO,2012-06,129,193
129193,6500,['1'],DUB,951,LON,2012-06,64,106
110937,6863,['1'],NYC,2847,LON,2012-06,137,106
109465,7254,['1'],AMS,768,LON,2012-06,8,106
94498,6227,['0'],EDI,528,LON,2012-06,68,106
92802,4899,['1'],MIL,405,LON,2012-06,119,106
84332,5196,['1'],AGP,524,LON,2012-06,4,106
78184,4452,['1'],BCN,560,LON,2012-06,14,106
77095,4413,['1'],PMI,1273,LON,2012-06,160,106
76259,4411,['1'],MAD,434,LON,2012-06,108,106
74373,3747,['1'],ROM,700,LON,2012-06,179,106
68002,4282,['1'],GVA,202,LON,2012-06,82,106
66424,4236,['1'],PAR,745,LON,2012-06,150,106
64809,3531,['0'],GLA,174,LON,2012-06,79,106
62580,3516,['1'],DXB,766,LON,2012-06,66,106
60510,3106,['0'],BFS,402,LON,2012-06,19,106
58068,3865,['1'],FRA,270,LON,2012-06,75,106
57443,3534,['1'],STO,454,LON,2012-06,207,106
55589,2782,['1'],FAO,536,LON,2012-06,69,106
54430,3488,['1'],MUC,449,LON,2012-06,130,106
53072,3061,['1'],ZRH,209,LON,2012-06,231,106
50931,2734,['1'],ALC,449,LON,2012-06,6,106
50692,2666,['1'],BER,809,LON,2012-06,16,106
49292,2972,['1'],NCE,420,LON,2012-06,135,106
47902,2496,['1'],CPH,449,LON,2012-06,52,106
44793,2273,['1'],OSL,377,LON,2012-06,148,106
44504,2956,['1'],HKG,843,LON,2012-06,88,106
43081,2267,['1'],LAX,1699,LON,2012-06,100,106
40215,2649,['1'],DLM,549,LON,2012-06,61,106
39932,2535,['1'],BUD,319,LON,2012-06,35,106
38090,2154,['1'],LIS,491,LON,2012-06,105,106
37999,2422,['1'],DUS,212,LON,2012-06,65,106
35481,2342,['1'],ATH,397,LON,2012-06,9,106
34580,2046,['1'],VCE,660,LON,2012-06,221,106
34134,1997,['1'],IBZ,608,LON,2012-06,93,106
33113,1803,['1'],PSA,204,LON,2012-06,164,106
32697,1815,['1'],MOW,873,LON,2012-06,124,106
32433,1832,['1'],IST,585,LON,2012-06,95,106
32430,1831,['1'],LCA,950,LON,2012-06,101,106
31540,1907,['1'],PRG,201,LON,2012-06,163,106
31333,1634,['1'],TCI,690,LON,2012-06,212,106
31327,1938,['1'],WAW,377,LON,2012-06,225,106
29756,1825,['1'],SIN,1174,LON,2012-06,195,106
29321,1948,['1'],YTO,1408,LON,2012-06,228,106
29319,1502,['0'],ABZ,170,LON,2012-06,1,106
28383,1540,['1'],VIE,1312,LON,2012-06,222,106
28084,1633,['1'],BOS,764,LON,2012-06,33,106
27704,1796,['1'],SFO,1814,LON,2012-06,193,106
27311,1697,['1'],MLA,485,LON,2012-06,122,106
26117,1478,['1'],TLV,580,LON,2012-06,215,106
25934,1411,['1'],PFO,686,LON,2012-06,153,106
132256,7422,['0'],TLS,171,PAR,2012-06,214,150
118976,6044,['0'],NCE,300,PAR,2012-06,135,150
79556,5118,['1'],ROM,613,PAR,2012-06,179,150
76891,4068,['1'],MAD,637,PAR,2012-06,108,150
76659,3864,['1'],BCN,441,PAR,2012-06,14,150
64971,3938,['0'],MRS,173,PAR,2012-06,126,150
62466,3944,['1'],MIL,546,PAR,2012-06,119,150
62207,3578,['1'],LON,368,PAR,2012-06,106,150
61472,3108,['1'],NYC,2473,PAR,2012-06,137,150
51520,3133,['0'],BOD,118,PAR,2012-06,30,150
42893,2689,['1'],ALG,175,PAR,2012-06,7,150
39813,2172,['1'],LIS,287,PAR,2012-06,105,150
39256,2580,['1'],BER,594,PAR,2012-06,16,150
39082,2362,['1'],VCE,434,PAR,2012-06,221,150
37826,2135,['1'],OPO,221,PAR,2012-06,142,150
32321,1875,['1'],RAK,262,PAR,2012-06,172,150
32137,2117,['1'],GVA,163,PAR,2012-06,82,150
31003,1680,['1'],TUN,363,PAR,2012-06,218,150
30960,1697,['0'],BIQ,101,PAR,2012-06,24,150
30914,1891,['1'],YMQ,673,PAR,2012-06,227,150
30182,1562,['1'],MOW,1151,PAR,2012-06,124,150
29932,1657,['0'],AJA,99,PAR,2012-06,5,150
29563,1781,['1'],TYO,1207,PAR,2012-06,219,150
29328,1574,['1'],MUC,326,PAR,2012-06,130,150
27384,1448,['1'],CAS,281,PAR,2012-06,43,150
27240,1644,['1'],VIE,452,PAR,2012-06,222,150
26412,1550,['1'],PTP,1044,PAR,2012-06,166,150
25738,1447,['1'],CPH,463,PAR,2012-06,52,150
25292,1437,['1'],ATH,457,PAR,2012-06,9,150
25008,1334,['1'],PRG,252,PAR,2012-06,163,150
23958,1371,['1'],FDF,310,PAR,2012-06,70,150
23400,1385,['1'],DUB,293,PAR,2012-06,64,150
